,index,p_0,p_1,p_2,p_3,p_4,p_5,p_6
250,2750,0.34610546,0.4347896,0.0741083,0.287242,0.08074929,0.04334635,0.121204905
251,2751,0.17347303,0.15197834,0.19208613,0.21657601,0.29452658,0.22660072,0.34815767
252,2752,0.21210545,0.18282978,0.29352915,0.29767755,0.3481295,0.33634895,0.46782267
253,2753,0.09395166,0.066017605,0.074796796,0.100597,0.08675451,0.06610747,0.12982157
254,2754,0.05528711,0.03981297,0.035820298,0.06346599,0.05587187,0.05728481,0.08999277
255,2755,0.0693586,0.04128856,0.06523161,0.07660326,0.079515465,0.105544716,0.13147342
256,2756,0.124322295,0.105320506,0.17628758,0.17671174,0.1871286,0.2277294,0.28627416
257,2757,0.10476088,0.08665854,0.15303749,0.13605317,0.15987751,0.22563927,0.27031782
258,2758,0.1711675,0.18490191,0.22776869,0.27352965,0.2849198,0.23549514,0.3765801
259,2759,0.115437366,0.085234374,0.15039264,0.14624159,0.14823474,0.1891127,0.23541208
260,2760,0.17207097,0.111360535,0.29082388,0.1818804,0.17711903,0.41450247,0.35785648
261,2761,0.2051498,0.12253905,0.24952187,0.17674957,0.13481936,0.20131204,0.23001973
262,2762,0.16864625,0.10595309,0.26699486,0.1942658,0.16111869,0.33951622,0.29532996
263,2763,0.05879167,0.055289816,0.04949288,0.09710154,0.066704705,0.04871391,0.10534663
264,2764,0.096648626,0.047211424,0.06238146,0.07649052,0.053711865,0.061084114,0.08623454
265,2765,0.07730777,0.046616003,0.050703667,0.07255125,0.045206487,0.03611834,0.07748363
266,2766,0.09183536,0.052770924,0.05721203,0.080407046,0.04832277,0.043790177,0.07859309
267,2767,0.28651184,0.32989767,0.06372267,0.25612307,0.065325506,0.040435195,0.09973712
268,2768,0.22692776,0.24312145,0.060361233,0.20447671,0.06753891,0.0505657,0.09830575
269,2769,0.12366907,0.09618285,0.04455584,0.10082386,0.043663077,0.044376474,0.06976633
270,2770,0.071603216,0.07080351,0.03210265,0.08726785,0.03653554,0.034586135,0.059781086
271,2771,0.09863572,0.08579446,0.039541505,0.09419595,0.042953562,0.03915203,0.06716516
272,2772,0.05658811,0.062299967,0.02613295,0.08320919,0.03515183,0.039711874,0.05922987
273,2773,0.19023816,0.19585973,0.059918128,0.18307891,0.061744917,0.04994422,0.08876327
274,2774,0.22722891,0.2385953,0.057793926,0.18287948,0.07384898,0.047859807,0.099326834
275,2775,0.31476516,0.4004363,0.0701685,0.29331073,0.07879424,0.043262687,0.116081074
276,2776,0.053110953,0.05716465,0.032193,0.08271216,0.042443547,0.04611503,0.06826462
277,2777,0.13255972,0.1616481,0.04092885,0.16089058,0.045104448,0.03893364,0.07261848
278,2778,0.16170181,0.19679491,0.04925008,0.19095509,0.05794199,0.04657903,0.08641288
279,2779,0.2183508,0.2793956,0.05794946,0.24474455,0.06414317,0.04423388,0.097294345
280,2780,0.114044055,0.13079807,0.038514867,0.1395543,0.046259798,0.03856748,0.0723383
281,2781,0.09797139,0.13175301,0.032811593,0.14740264,0.04172775,0.03652393,0.06797695
282,2782,0.07268841,0.10036005,0.028187176,0.12287648,0.04144287,0.036088392,0.06579067
283,2783,0.05859244,0.086160846,0.028034167,0.11734073,0.03783144,0.034354158,0.06166727
284,2784,0.06826574,0.06903175,0.033634268,0.09373584,0.046580434,0.038859688,0.07048332
285,2785,0.053562548,0.060456727,0.029682655,0.08553524,0.040308136,0.043502267,0.06655322
286,2786,0.039639838,0.044674125,0.025636451,0.06571524,0.035653327,0.035800945,0.059410132
287,2787,0.05663808,0.051512912,0.03590324,0.07926004,0.046764605,0.04469417,0.07350962
288,2788,0.045033615,0.062444244,0.03189741,0.10570557,0.059939995,0.044226777,0.08858911
289,2789,0.17145172,0.18003957,0.052909542,0.17219074,0.06631335,0.049645294,0.092563294
290,2790,0.052608505,0.06760125,0.02867361,0.083632626,0.036278587,0.036475085,0.06037484
291,2791,0.040842697,0.054042265,0.023517998,0.0690603,0.030790662,0.030057307,0.053090166
292,2792,0.13983989,0.18167694,0.03988858,0.16447039,0.04852,0.039682034,0.073966116
293,2793,0.090706475,0.12683474,0.031243155,0.13603674,0.03868762,0.033187542,0.064354196
294,2794,0.06269788,0.08779168,0.028167957,0.10721584,0.04516508,0.039387647,0.06822134
295,2795,0.17697024,0.21441452,0.048597693,0.19290824,0.052592184,0.041304726,0.08342655
296,2796,0.109747656,0.08360391,0.06265573,0.09523095,0.07638926,0.08879098,0.106679775
297,2797,0.11587021,0.08996324,0.09153337,0.106124386,0.18162253,0.18356073,0.21783835
298,2798,0.18786357,0.18319945,0.07259162,0.15908529,0.09605643,0.08937761,0.12742147
299,2799,0.15042233,0.16062881,0.075509,0.16494553,0.10370647,0.08560107,0.13054408
300,2800,0.25200835,0.18911408,0.4192647,0.29702732,0.31092483,0.4910194,0.52698237
301,2801,0.27249444,0.1800568,0.41796842,0.2410637,0.23420985,0.48909453,0.4417819
302,2802,0.13869493,0.0852736,0.16463703,0.12913015,0.14845586,0.19104819,0.24100384
303,2803,0.09315212,0.061313536,0.11714988,0.12169708,0.1045388,0.16121031,0.18356845
304,2804,0.06778805,0.04884928,0.062458906,0.099578165,0.07528111,0.06564999,0.1188089
305,2805,0.109507345,0.07532288,0.120046355,0.114308864,0.12713377,0.13825643,0.19463953
306,2806,0.16670144,0.1303666,0.26366973,0.18179877,0.20280728,0.34525228,0.35807058
307,2807,0.15580574,0.10224635,0.19900459,0.118126675,0.13421586,0.23442285,0.24260502
308,2808,0.2671741,0.17772003,0.4378304,0.20714147,0.19078788,0.5182729,0.47220528
309,2809,0.09582177,0.06124014,0.102438085,0.119318366,0.08581495,0.0949687,0.14238676
310,2810,0.20968091,0.12931074,0.37108657,0.18567012,0.17435583,0.5172318,0.42608348
311,2811,0.16453192,0.117628396,0.2042105,0.15760498,0.17983052,0.22755995,0.26316303
312,2812,0.08837763,0.054157495,0.06478502,0.09832358,0.061077096,0.05669679,0.09801986
313,2813,0.0689481,0.044991318,0.047001407,0.078714274,0.042810757,0.036479082,0.07662074
314,2814,0.09996017,0.059247486,0.056925412,0.08430432,0.050877485,0.045609526,0.08067091
315,2815,0.0852477,0.07480228,0.033370353,0.08589983,0.038582202,0.0358825,0.06067041
316,2816,0.30130965,0.36147177,0.08095966,0.29207018,0.0763917,0.050386168,0.113772556
317,2817,0.1943146,0.19879481,0.060831863,0.17436667,0.071764275,0.050363347,0.09873155
318,2818,0.2200277,0.2704229,0.059319012,0.22975865,0.0703929,0.047132317,0.10138029
319,2819,0.049180545,0.06629248,0.02471566,0.092306904,0.034560066,0.03464625,0.056614846
320,2820,0.15195586,0.17683968,0.0447546,0.16998038,0.04743732,0.038042855,0.07679196
321,2821,0.07542206,0.08170306,0.033745773,0.09724457,0.035385024,0.033905905,0.059416812
322,2822,0.098196924,0.13958511,0.03560167,0.15908532,0.04925831,0.043476354,0.07635487
323,2823,0.10907139,0.100171246,0.037875507,0.104812376,0.04691496,0.04066825,0.06986353
324,2824,0.11737036,0.121423505,0.046224527,0.13288355,0.054442566,0.04531763,0.07877647
325,2825,0.18639162,0.24048014,0.05565128,0.22530858,0.060503177,0.0465988,0.09192788
326,2826,0.078974776,0.10804918,0.03240229,0.13017644,0.04780076,0.038995713,0.07123569
327,2827,0.064005725,0.07066543,0.02959329,0.085728355,0.0399783,0.032996453,0.063361205
328,2828,0.123601586,0.14210153,0.036874395,0.1361267,0.046541728,0.037591904,0.071647935
329,2829,0.08723012,0.109303564,0.032150466,0.11224695,0.037470214,0.034184337,0.062498674
330,2830,0.060120083,0.076661035,0.028004527,0.084529474,0.036121078,0.03543703,0.058222044
331,2831,0.15556215,0.20194484,0.043076586,0.18983985,0.05080591,0.038233303,0.07928884
332,2832,0.07582155,0.08379611,0.030721495,0.09350754,0.043359816,0.040320557,0.06729471
333,2833,0.08537345,0.12058764,0.0290593,0.12715876,0.040639006,0.035740796,0.06431323
334,2834,0.054669317,0.08079243,0.027599338,0.11558531,0.045242082,0.037497886,0.06974631
335,2835,0.106809944,0.13389294,0.038367856,0.14262642,0.04524594,0.045342486,0.072872415
336,2836,0.11736026,0.0817455,0.11645407,0.13451803,0.1042572,0.1343834,0.15984362
337,2837,0.33348587,0.38586566,0.07743238,0.27698717,0.091158144,0.04730243,0.12738188
338,2838,0.13398291,0.123249,0.049806464,0.12541868,0.053690396,0.05068132,0.07924955
339,2839,0.037166227,0.041241772,0.026979653,0.068016715,0.062352765,0.06487766,0.091403425
340,2840,0.083373316,0.076995715,0.054983534,0.09928007,0.07892507,0.09566829,0.11683845
341,2841,0.21587178,0.17039531,0.35174656,0.2546587,0.2759348,0.44482836,0.4652633
342,2842,0.07491528,0.041834503,0.044752814,0.059450936,0.050898425,0.050778717,0.082226105
343,2843,0.061406735,0.034640223,0.042647347,0.05446912,0.045916364,0.04586396,0.07950023
344,2844,0.076806046,0.045907702,0.07028822,0.074236386,0.08211739,0.09745853,0.13508147
345,2845,0.16040465,0.11802618,0.2068616,0.20990063,0.19787051,0.18777338,0.27887946
346,2846,0.38016608,0.24817577,0.6121353,0.2709692,0.19254306,0.6201158,0.64449817
347,2847,0.48010084,0.3954568,0.6354379,0.46943656,0.31192777,0.46866408,0.6972323
348,2848,0.113318235,0.0680537,0.12058084,0.10864256,0.092641756,0.11582052,0.15766285
349,2849,0.06788576,0.050648913,0.05940165,0.10753401,0.05378553,0.051107183,0.0936572
350,2850,0.11799183,0.06665346,0.13459307,0.12038141,0.090997115,0.13343498,0.15974459
351,2851,0.14604312,0.11021239,0.195806,0.17531212,0.1975204,0.26215282,0.30699694
352,2852,0.085965134,0.05929667,0.062362503,0.10040563,0.07259897,0.059784684,0.1072438
353,2853,0.08362281,0.04278852,0.059733603,0.071687035,0.046870247,0.054123797,0.08082232
354,2854,0.071685016,0.05173371,0.045483816,0.08033331,0.05015718,0.037138123,0.082772486
355,2855,0.14999194,0.12100924,0.05163145,0.11322695,0.052353833,0.04193412,0.07858274
356,2856,0.0956665,0.13121158,0.03817654,0.15379283,0.04767279,0.04189566,0.075216606
357,2857,0.06700866,0.0803066,0.03193434,0.09711101,0.048559573,0.04855732,0.07240218
358,2858,0.11067266,0.11036796,0.04192947,0.1163982,0.0532943,0.04070534,0.07831515
359,2859,0.27580845,0.32558113,0.061423052,0.2514937,0.06679732,0.040462453,0.10094698
360,2860,0.112429865,0.13225602,0.039991997,0.13243753,0.062397886,0.04478741,0.0850892
361,2861,0.09223079,0.09253481,0.039736412,0.10925334,0.04165771,0.038668238,0.06530995
362,2862,0.02586041,0.04173312,0.017228296,0.07447634,0.02443383,0.02740708,0.04580614
363,2863,0.26792786,0.33168387,0.0750469,0.276707,0.0731523,0.05046642,0.110799536
364,2864,0.18194175,0.23675755,0.04448123,0.209655,0.052017137,0.035025865,0.08191329
365,2865,0.04450407,0.066768765,0.022174362,0.09362351,0.03235228,0.03275343,0.054537244
366,2866,0.08404296,0.10014315,0.030835744,0.11267221,0.040311527,0.034552723,0.062753655
367,2867,0.16258977,0.17001197,0.0521936,0.15950441,0.06496227,0.05222369,0.0931826
368,2868,0.07968821,0.1041137,0.030417316,0.11347083,0.04126732,0.03628286,0.06329309
369,2869,0.07099782,0.06466381,0.03083847,0.07761583,0.03693076,0.03145239,0.059354376
370,2870,0.031895246,0.044251103,0.018734584,0.070978716,0.025464995,0.027432034,0.046137836
371,2871,0.048483834,0.06606435,0.025143778,0.083643176,0.034584075,0.034215692,0.057602014
372,2872,0.047251,0.055821307,0.026704127,0.08316598,0.03833708,0.035226002,0.062248323
373,2873,0.14585565,0.18494679,0.04869402,0.19005592,0.050160617,0.04670981,0.080189
374,2874,0.09340529,0.10646993,0.03260333,0.11314385,0.044161852,0.037824523,0.06730158
375,2875,0.07308417,0.09338981,0.029224582,0.11088962,0.036142353,0.035529613,0.058723066
376,2876,0.25468448,0.34731266,0.061660744,0.27182516,0.07023293,0.04391421,0.10479448
377,2877,0.052495413,0.07811828,0.026991254,0.10299487,0.044138364,0.04047614,0.06752863
378,2878,0.093865044,0.1381154,0.032013003,0.1510088,0.0408348,0.03443871,0.065988444
379,2879,0.17004746,0.18538293,0.047063183,0.1481819,0.066282235,0.044993386,0.09067827
380,2880,0.1554345,0.22531211,0.04823331,0.20955817,0.07556522,0.050033603,0.10244034
381,2881,0.039497755,0.064106986,0.024648659,0.09383649,0.043535624,0.04130701,0.067429714
382,2882,0.096937485,0.06375924,0.06098244,0.0749486,0.06279872,0.08550061,0.096071735
383,2883,0.08017849,0.061216637,0.063916855,0.09211608,0.061581917,0.0948779,0.10318941
384,2884,0.094732165,0.074075855,0.05259059,0.08424325,0.06441927,0.097033724,0.09861573
385,2885,0.16383952,0.23877002,0.0438213,0.21548505,0.055273063,0.039090727,0.08389806
386,2886,0.14455463,0.19016322,0.04133332,0.17577875,0.062987044,0.04187961,0.0876406
387,2887,0.101571515,0.091564834,0.03653062,0.091285646,0.044015624,0.045642585,0.06931051
388,2888,0.06909379,0.046451557,0.06402873,0.08504581,0.07677779,0.078477524,0.12247292
389,2889,0.05658232,0.032550756,0.03926038,0.056414776,0.03540552,0.039044704,0.065195896
390,2890,0.24856155,0.16163301,0.4506343,0.21369065,0.18734935,0.5566549,0.5185071
391,2891,0.21196984,0.13872437,0.37273225,0.18853322,0.187058,0.5181612,0.453153
392,2892,0.23102754,0.13735245,0.46948144,0.17949735,0.14837708,0.63391006,0.54157937
393,2893,0.10617216,0.064685546,0.13929354,0.11517673,0.09972107,0.16683196,0.1920919
394,2894,0.14986446,0.09885917,0.15072379,0.15231022,0.095265955,0.09618609,0.15099609
395,2895,0.11414297,0.07014936,0.11862278,0.11503106,0.08988761,0.1020582,0.14902955
396,2896,0.1795034,0.1536913,0.27956235,0.2589635,0.26353106,0.34618455,0.4030055
397,2897,0.05646513,0.044739384,0.03728688,0.06774137,0.04358931,0.036889214,0.07284108
398,2898,0.0974617,0.06275511,0.06296103,0.08719913,0.07415101,0.07763346,0.10554793
399,2899,0.084139585,0.055031568,0.05153408,0.07989383,0.049264733,0.03939391,0.081146225
400,2900,0.09234125,0.060449596,0.052430537,0.0790496,0.04384289,0.03833512,0.07091234
401,2901,0.13985135,0.19466993,0.045475647,0.20058428,0.055901024,0.04391954,0.08369183
402,2902,0.06797904,0.09093331,0.031141544,0.110802755,0.040290307,0.036587406,0.06312751
403,2903,0.078492805,0.059837494,0.037424214,0.0775213,0.035973605,0.034227315,0.060299024
404,2904,0.09199002,0.1022272,0.03726149,0.11842244,0.05379509,0.043981954,0.07797986
405,2905,0.1279879,0.14286335,0.039946657,0.13677096,0.052706197,0.041548185,0.07645534
406,2906,0.19712734,0.17397909,0.052345403,0.14825255,0.05987601,0.046899773,0.089509755
407,2907,0.08645479,0.09200643,0.038929533,0.115503296,0.05847401,0.043432802,0.08071015
408,2908,0.21581368,0.23324741,0.06287482,0.20726454,0.06227265,0.04420414,0.093636476
409,2909,0.043404993,0.07195343,0.020524185,0.10488559,0.028391672,0.029949449,0.05073444
410,2910,0.032437894,0.057996344,0.01880881,0.09102182,0.025652014,0.0308877,0.047395412
411,2911,0.16801691,0.21506633,0.042967845,0.17928258,0.058331538,0.039698802,0.08343419
412,2912,0.14130944,0.15280043,0.046549115,0.14519298,0.049689576,0.040606588,0.07425717
413,2913,0.09326689,0.088461936,0.039040342,0.099971674,0.04505615,0.041446377,0.06841162
414,2914,0.104529485,0.11589672,0.0331188,0.11081007,0.039934784,0.031645592,0.062135693
415,2915,0.039123204,0.052342232,0.023428595,0.07843257,0.03300368,0.032871738,0.05688296
416,2916,0.061107486,0.08771715,0.02496597,0.10659269,0.033636887,0.031200102,0.056950454
417,2917,0.2351337,0.3038035,0.054288287,0.22262964,0.0697725,0.041608594,0.10008719
418,2918,0.056437068,0.08101877,0.02418056,0.10552275,0.029590221,0.031844042,0.051726256
419,2919,0.09503372,0.14373417,0.036202855,0.16063282,0.04890173,0.04309536,0.07554667
420,2920,0.2597612,0.33043054,0.065345146,0.25876367,0.065870605,0.04491425,0.1022805
421,2921,0.07063186,0.10824579,0.026076648,0.11882807,0.040662948,0.033583067,0.06356038
422,2922,0.23711593,0.24683382,0.05923038,0.20714729,0.06384912,0.04541056,0.09430015
423,2923,0.12190934,0.16949387,0.042321473,0.18222263,0.05325331,0.043105125,0.0824642
424,2924,0.10283286,0.12356472,0.030409263,0.117590405,0.043114327,0.035563014,0.06614074
425,2925,0.17904896,0.2593131,0.047592916,0.22298458,0.05457136,0.03967376,0.08783515
426,2926,0.039474417,0.06459479,0.019859679,0.09460018,0.024916524,0.029093808,0.0458359
427,2927,0.09712365,0.107293405,0.038417738,0.11208008,0.04941988,0.050409105,0.07454036
428,2928,0.048363782,0.0745862,0.019818736,0.09263943,0.028651914,0.02811757,0.049997736
429,2929,0.09114981,0.067647114,0.083032824,0.10279551,0.09670612,0.13340846,0.15062843
430,2930,0.30666572,0.40440506,0.06527283,0.28489766,0.07281281,0.040814202,0.11004515
431,2931,0.1206643,0.13292168,0.055838272,0.13094042,0.0914787,0.08730195,0.12207912
432,2932,0.22969364,0.26197535,0.075100206,0.21493785,0.09095656,0.07008233,0.12245319
433,2933,0.24266054,0.25430775,0.098934755,0.20714495,0.123690754,0.10372036,0.15602505
434,2934,0.050317142,0.03874588,0.034418438,0.0676248,0.056186117,0.051143862,0.08896904
435,2935,0.094203904,0.0574378,0.14006965,0.11845419,0.14126304,0.26486588,0.26166418
436,2936,0.1353659,0.06551226,0.18092218,0.10682814,0.096365556,0.2815258,0.206441
437,2937,0.099798515,0.08021346,0.13686487,0.16037372,0.15963079,0.16686013,0.24746579
438,2938,0.15190952,0.095463194,0.26555225,0.1324422,0.14464064,0.47291613,0.3507063
439,2939,0.10555054,0.07616107,0.12766555,0.13233566,0.13903031,0.15472047,0.21740887
440,2940,0.17485163,0.119423054,0.2727246,0.16429205,0.1557118,0.29179344,0.30874497
441,2941,0.2883641,0.1666165,0.54065007,0.19533657,0.14861633,0.6475693,0.556061
442,2942,0.2198309,0.15475093,0.31595895,0.22875455,0.19006394,0.33278665,0.33986667
443,2943,0.09925353,0.08174394,0.11231534,0.1567071,0.1083496,0.120292224,0.16842368
444,2944,0.10621515,0.08098327,0.067124814,0.107144654,0.073868684,0.066900924,0.10210052
445,2945,0.078801736,0.048227865,0.051295202,0.07545534,0.059408516,0.050983753,0.090720065
446,2946,0.07847129,0.051089894,0.047556136,0.078615405,0.047225602,0.03674924,0.07846569
447,2947,0.19288795,0.14329141,0.06356688,0.128609,0.05391016,0.04784069,0.08145022
448,2948,0.14454429,0.17613126,0.045261767,0.1731047,0.051588845,0.038968135,0.07891897
449,2949,0.23925534,0.30112126,0.060774922,0.25384682,0.065915786,0.04388035,0.09806761
450,2950,0.11630705,0.099783264,0.041318636,0.10678966,0.04816537,0.04094167,0.07319725
451,2951,0.044634618,0.05945484,0.020565817,0.08222604,0.022518776,0.026638722,0.041933674
452,2952,0.07069365,0.09248481,0.0298364,0.10646821,0.041247994,0.037341744,0.06259745
453,2953,0.10529424,0.09400698,0.036668867,0.0990243,0.042332176,0.037761685,0.06612213
454,2954,0.05689403,0.082183704,0.025274446,0.099459924,0.04573295,0.03527358,0.067104556
455,2955,0.19180778,0.22091283,0.04787504,0.17905171,0.06172539,0.039877452,0.08856809
456,2956,0.1169958,0.1595001,0.049644392,0.17043296,0.06433353,0.05744466,0.0916581
457,2957,0.27112785,0.31971857,0.064742565,0.2605991,0.07008438,0.044397846,0.104511686
458,2958,0.06605176,0.07961513,0.027641818,0.1010105,0.031577043,0.03269071,0.054156456
459,2959,0.050744016,0.061151255,0.024231782,0.07548937,0.031707704,0.027994437,0.05276309
460,2960,0.06981448,0.07593341,0.028412653,0.09030107,0.044706266,0.038424186,0.06784861
461,2961,0.041435372,0.05527577,0.022873482,0.07522321,0.031566482,0.031044943,0.054777123
462,2962,0.031125588,0.039640944,0.017864067,0.06046406,0.029943576,0.025372844,0.05234138
463,2963,0.1557238,0.20160581,0.05102258,0.21197215,0.050709486,0.04340733,0.07950787
464,2964,0.35973775,0.38399214,0.09899268,0.2912294,0.093727574,0.059727676,0.13022582
465,2965,0.12512732,0.15606038,0.038533285,0.16400431,0.046894383,0.04044178,0.075160556
466,2966,0.05825777,0.07041235,0.0266639,0.09138003,0.03403461,0.03450371,0.056595907
467,2967,0.060312882,0.09317871,0.026011014,0.117371425,0.032502696,0.034456253,0.056275357
468,2968,0.13047026,0.15649253,0.039963927,0.14086065,0.05050641,0.044877768,0.07627557
469,2969,0.16669765,0.20527619,0.051888566,0.19477746,0.059518553,0.048668884,0.08972877
470,2970,0.11246383,0.12148659,0.03868126,0.12884812,0.0486069,0.03938301,0.07283667
471,2971,0.07401169,0.105361775,0.028797474,0.118029475,0.034035143,0.030204074,0.057232246
472,2972,0.046154384,0.060369126,0.023127351,0.086879015,0.034754224,0.03626615,0.057247713
473,2973,0.04959772,0.067082,0.029836714,0.09054975,0.047268927,0.053617544,0.07439514
474,2974,0.08498023,0.06753701,0.039824862,0.07978089,0.05714626,0.055943597,0.08321632
475,2975,0.2290984,0.20430882,0.061030734,0.14781672,0.07563045,0.065078646,0.10574444
476,2976,0.08035331,0.09437458,0.040376004,0.10788325,0.059049714,0.061547823,0.08652923
477,2977,0.233813,0.27859947,0.06018553,0.22636205,0.07476791,0.046568286,0.10456859
478,2978,0.139152,0.107312545,0.07421799,0.097787835,0.09013903,0.12731199,0.12839529
479,2979,0.087364376,0.082411245,0.048205398,0.09701313,0.079408914,0.07803496,0.10732903
480,2980,0.077594906,0.06516852,0.069197185,0.09324414,0.08868041,0.10288032,0.1360592
481,2981,0.08837417,0.055176146,0.101531886,0.10590138,0.101716876,0.13279843,0.17773618
482,2982,0.23221178,0.15802494,0.30899522,0.2117149,0.20543315,0.3216117,0.34208018
483,2983,0.2230579,0.16833949,0.396355,0.20154299,0.18221842,0.5290665,0.4457379
484,2984,0.14728625,0.07886509,0.20085719,0.12767193,0.10723295,0.23219448,0.20636047
485,2985,0.10391015,0.054775372,0.11007791,0.10075044,0.071991004,0.13187334,0.13380282
486,2986,0.088604875,0.045670185,0.091612734,0.083462276,0.062172957,0.103853956,0.120798595
487,2987,0.21166696,0.1507384,0.33835533,0.22184953,0.23095249,0.39796698,0.41816083
488,2988,0.25550142,0.1741151,0.44956136,0.22832274,0.19191787,0.5649037,0.5010661
489,2989,0.06629418,0.051184546,0.08809281,0.14513548,0.09231188,0.1226866,0.15393327
490,2990,0.05873577,0.06031503,0.04088749,0.10640734,0.06361985,0.05162402,0.0941643
491,2991,0.07550766,0.053979322,0.04897902,0.08458401,0.051145304,0.047641076,0.07975419
492,2992,0.114848025,0.06067623,0.052885387,0.07755693,0.05065594,0.045625117,0.07503485
493,2993,0.0929088,0.058738146,0.050691456,0.07432269,0.062075727,0.059001923,0.089555115
494,2994,0.0500891,0.064561106,0.024957564,0.08759106,0.04105605,0.03828353,0.06364943
495,2995,0.10405114,0.08764346,0.042673644,0.09769133,0.03557039,0.03758247,0.05939383
496,2996,0.067041524,0.073454045,0.034718927,0.098606326,0.050413873,0.04068895,0.0740937
497,2997,0.110676385,0.14256273,0.03643475,0.14286625,0.05025158,0.04007052,0.074983634
498,2998,0.09493279,0.10009877,0.036375612,0.10523497,0.046565022,0.039982453,0.07053679
499,2999,0.066052906,0.05640209,0.036046173,0.07970209,0.03793912,0.039099302,0.061935548
